주민등록번호,이름,세대주관계,세대원1,세대원1관계,세대원2,세대원2관계,세대원3,세대원3관계
820904-3744668,한지영,본인,윤하빈,배우자,이민수,자녀,이예빈,자녀
821022-0600260,임현현,본인,조현연,배우자,정하진,자녀,임도율,자녀
660716-5478514,임민영,본인,장정연,배우자,장현율,자녀,,
991209-7472085,송영아,본인,윤정우,배우자,이민혁,자녀,박윤빈,자녀
720426-5948788,윤영진,본인,윤하수,배우자,박지진,자녀,,
770120-9720035,한현영,본인,오민빈,배우자,이준율,자녀,박민호,자녀
920105-8889720,정태현,본인,장민영,배우자,박준호,자녀,,
981023-4358662,강준우,본인,조민진,배우자,조하영,자녀,최민혁,자녀
670915-6160321,임도민,본인,오준연,배우자,이정연,자녀,,
580417-9699911,강준빈,본인,장서진,배우자,최민혁,자녀,,
920224-6503287,김서윤,본인,윤예율,배우자,조현윤,자녀,오도수,자녀
990820-2437078,한도우,본인,박하연,배우자,김예진,자녀,장하혁,자녀
851014-3930703,윤민윤,본인,,,,,,
821010-2999759,윤도영,본인,,,,,,
500215-3622663,임하진,본인,,,,,,
630513-8280219,최서연,본인,윤지영,배우자,오하진,자녀,,
731202-5531805,송하연,본인,오현윤,배우자,,,,
921021-9701255,한민현,본인,,,,,,
821204-0980443,윤태영,본인,정도연,배우자,조윤영,자녀,이예혁,자녀
810720-0819947,한서아,본인,최윤영,배우자,정하율,자녀,,
860315-6102554,송태빈,본인,장준호,배우자,,,,
991021-6336837,이민영,본인,,,,,,
850928-5394958,정태우,본인,,,,,,
711122-3571650,정태영,본인,윤지율,배우자,,,,
800223-7410245,김현진,본인,박준호,배우자,임하우,자녀,,
520610-3886416,임현영,본인,박지우,배우자,장예율,자녀,김윤빈,자녀
790905-8366618,최현수,본인,윤준혁,배우자,조도호,자녀,,
510920-6947323,강지빈,본인,오서수,배우자,최서수,자녀,조현율,자녀
680705-5893472,최민연,본인,조윤빈,배우자,오지윤,자녀,,
970501-4472386,김도수,본인,,,,,,
600524-2308543,이서현,본인,오정우,배우자,윤하연,자녀,,
601104-3554288,윤예수,본인,윤민윤,배우자,최정호,자녀,김윤율,자녀
810209-6802774,윤준연,본인,박하수,배우자,오정빈,자녀,정민연,자녀
910201-0802974,이현영,본인,윤민윤,배우자,,,,
741128-7444187,한하진,본인,박윤진,배우자,,,,
960120-4382102,강태윤,본인,장윤혁,배우자,임정영,자녀,,
960121-4200090,윤현연,본인,조도영,배우자,장현진,자녀,,
690817-1864283,최태빈,본인,윤현진,배우자,정윤연,자녀,최지빈,자녀
580912-4893644,한서현,본인,임윤진,배우자,오도연,자녀,,
810722-9729330,임민영,본인,윤준호,배우자,박하연,자녀,장하수,자녀
670112-1683439,김준윤,본인,,,,,,
711006-3133331,임준윤,본인,정서영,배우자,조윤혁,자녀,,
830117-0050555,김하현,본인,최정율,배우자,이준빈,자녀,,
810602-0533548,한현아,본인,이현영,배우자,,,,
690926-9914708,이예아,본인,이지율,배우자,임예호,자녀,,
531209-8793923,김영연,본인,오민율,배우자,장지연,자녀,,
711127-0548845,이지영,본인,박서율,배우자,최민수,자녀,정예혁,자녀
860316-7159713,김준영,본인,,,,,,
980528-7397805,강예수,본인,조준우,배우자,정윤윤,자녀,,
740712-7548752,정준수,본인,최도우,배우자,조예수,자녀,,
890820-0948913,김영현,본인,김윤수,배우자,,,,
530312-0240527,윤예연,본인,정정연,배우자,,,,
950809-9460154,강도민,본인,임현진,배우자,,,,
970823-6684333,박태진,본인,정현영,배우자,이서혁,자녀,김서호,자녀
890717-5817236,송예빈,본인,장지윤,배우자,,,,
960714-3658591,임하현,본인,임윤빈,배우자,김서연,자녀,,
621223-8275779,이지연,본인,,,,,,
880226-5921090,송서윤,본인,임준호,배우자,오정호,자녀,정도호,자녀
540402-8885861,송현아,본인,정윤영,배우자,이예빈,자녀,김정혁,자녀
640212-3516002,한민현,본인,김지율,배우자,장민진,자녀,최준영,자녀
690212-3732977,김현빈,본인,박예호,배우자,,,,
741207-0970066,최태빈,본인,이예수,배우자,,,,
770406-6016988,최예아,본인,,,,,,
650422-9698416,정민영,본인,,,,,,
680326-0937392,박서우,본인,,,,,,
630314-3225588,임도아,본인,최정빈,배우자,윤지호,자녀,,
981215-4280893,박예연,본인,조도혁,배우자,,,,
760706-5586750,이현연,본인,,,,,,
540519-8882555,최현연,본인,임준빈,배우자,이도수,자녀,박준윤,자녀
590704-9137870,정지수,본인,윤서빈,배우자,,,,
990928-3221983,윤예윤,본인,오하수,배우자,,,,
940110-6760538,한민현,본인,정하수,배우자,,,,
690426-8379579,이태현,본인,조하호,배우자,박민윤,자녀,윤예수,자녀
580119-1534382,임서민,본인,정서진,배우자,,,,
681019-9508529,최준윤,본인,장현호,배우자,,,,
900219-0687754,임태영,본인,이윤우,배우자,,,,
511208-3083144,정서아,본인,이윤영,배우자,윤지연,자녀,박하연,자녀
590613-4254856,이도수,본인,임정연,배우자,정하연,자녀,오예영,자녀
580807-8078638,박지민,본인,윤예진,배우자,,,,
501208-1591513,정민우,본인,김하우,배우자,조준진,자녀,이서수,자녀
861114-5542217,최현우,본인,오도수,배우자,임준빈,자녀,박지호,자녀
770114-2138860,정서연,본인,윤하호,배우자,이현진,자녀,,
591118-3420680,김현빈,본인,장지수,배우자,김준호,자녀,장서빈,자녀
530510-5764479,한서진,본인,이윤윤,배우자,최민윤,자녀,,
830624-1329610,이도우,본인,,,,,,
510414-1202409,정서빈,본인,장현진,배우자,,,,
510508-4096979,송준빈,본인,조하우,배우자,조지수,자녀,정준빈,자녀
610627-9330623,강하수,본인,,,,,,
950617-9209810,이서우,본인,김도윤,배우자,이지우,자녀,,
500412-1289166,최준민,본인,이현호,배우자,이예수,자녀,,
761008-1813812,김태빈,본인,윤준윤,배우자,,,,
640426-6242948,윤도진,본인,임예연,배우자,윤지호,자녀,,
640323-8904385,강영영,본인,,,,,,
520507-3817511,김예현,본인,,,,,,
650709-2733535,김민우,본인,,,,,,
890425-6265129,강도진,본인,조도영,배우자,이도호,자녀,이정혁,자녀
541210-9690235,박영우,본인,,,,,,
921122-8024852,김태민,본인,박하영,배우자,,,,
970714-1275518,김서아,본인,오현빈,배우자,,,,
860901-9463078,김하영,본인,,,,,,
531103-3266894,정민연,본인,임지빈,배우자,최정수,자녀,,
931112-0926975,한하아,본인,오예진,배우자,,,,
920728-1797809,정태윤,본인,정준영,배우자,장현연,자녀,,
590612-0335171,강하현,본인,윤정호,배우자,김하호,자녀,,
820505-6472301,박영아,본인,최현영,배우자,,,,
980316-1775554,임하영,본인,김서빈,배우자,최현혁,자녀,윤서빈,자녀
990605-7399295,임예현,본인,임지진,배우자,,,,
671211-6567958,임현아,본인,김하율,배우자,임서혁,자녀,,
850116-8170292,정도현,본인,,,,,,
541017-5243771,강예민,본인,장지연,배우자,,,,
660719-1500387,최하영,본인,최민수,배우자,이현율,자녀,이하진,자녀
540408-6170309,이지진,본인,조윤혁,배우자,오서영,자녀,임민빈,자녀
831222-7931895,임현진,본인,이서호,배우자,,,,
881119-6593532,이서우,본인,,,,,,
911127-9526537,송도진,본인,오서윤,배우자,박예율,자녀,,
880821-0143534,이민연,본인,장민수,배우자,,,,
561128-1776502,김지민,본인,이정빈,배우자,,,,
640904-0138208,강예민,본인,정현연,배우자,,,,
620118-1442819,윤서수,본인,이민율,배우자,임지호,자녀,,
940928-7169601,윤하진,본인,조정윤,배우자,조정우,자녀,,
820920-3067287,최예영,본인,윤하연,배우자,김준영,자녀,,
691207-8036719,최도아,본인,조도율,배우자,,,,
991120-1985651,임하진,본인,이예진,배우자,임윤영,자녀,,
851127-2516507,임도수,본인,임서호,배우자,이현수,자녀,,
560601-4348069,박준현,본인,김현우,배우자,윤예율,자녀,장예빈,자녀
920721-7425964,최서영,본인,조준연,배우자,정윤우,자녀,윤예율,자녀
580806-4308900,강현수,본인,김정연,배우자,윤도율,자녀,,
740527-3389063,송도아,본인,장현수,배우자,,,,
990614-7221549,송지아,본인,최도빈,배우자,김예영,자녀,,
740522-2430400,최영현,본인,박지진,배우자,이도혁,자녀,오민혁,자녀
981014-3472239,윤예우,본인,조지호,배우자,오준연,자녀,조정영,자녀
941016-7825211,박영수,본인,정도영,배우자,최지호,자녀,장정우,자녀
540905-8826141,강서현,본인,,,,,,
521106-7800139,윤예민,본인,이예율,배우자,,,,
960512-5051168,김하민,본인,,,,,,
800809-5417258,임영빈,본인,정도영,배우자,오정수,자녀,조도윤,자녀
910411-8171327,송준민,본인,,,,,,
640814-0902810,한태민,본인,이서진,배우자,최윤율,자녀,임민수,자녀
821112-2253031,윤지영,본인,박서율,배우자,장정윤,자녀,,
581019-6183551,강민연,본인,임민빈,배우자,임하호,자녀,박정진,자녀
570920-5183320,임영아,본인,김하연,배우자,이윤연,자녀,최준진,자녀
591128-3986832,한지아,본인,오현율,배우자,정도우,자녀,오예연,자녀
500325-5048733,박서우,본인,,,,,,
710303-5778776,송준윤,본인,김정혁,배우자,박서혁,자녀,최도영,자녀
780818-6375672,송하영,본인,이도율,배우자,윤예영,자녀,,
810513-0797213,윤하우,본인,임준우,배우자,이하수,자녀,,
760425-9861957,한민우,본인,김윤빈,배우자,,,,
730111-2898227,강준우,본인,오서우,배우자,,,,
630703-0078334,송예민,본인,,,,,,
580117-1053803,이태진,본인,,,,,,
610701-5160349,윤지빈,본인,윤지혁,배우자,이정윤,자녀,,
821101-5227661,한영우,본인,장예영,배우자,최윤진,자녀,오도율,자녀
901226-4769432,박하진,본인,김준수,배우자,장서호,자녀,오민혁,자녀
700606-9968650,이서빈,본인,,,,,,
980527-2257656,최태진,본인,임준윤,배우자,임예윤,자녀,,
910226-8346508,김서현,본인,장민윤,배우자,이윤윤,자녀,임서호,자녀
950911-6634987,이예현,본인,박예윤,배우자,조정영,자녀,조예윤,자녀
640927-5917540,박민우,본인,박준진,배우자,오하진,자녀,,
991102-6894842,윤예영,본인,조민진,배우자,장현윤,자녀,임하우,자녀
710116-2956966,이지진,본인,김하윤,배우자,박도율,자녀,정현진,자녀
751201-7490614,한태우,본인,,,,,,
980604-9784455,윤현빈,본인,조예빈,배우자,장민연,자녀,정하우,자녀
871021-3860106,한도빈,본인,,,,,,
560704-7818821,강하우,본인,김윤윤,배우자,박예율,자녀,조도수,자녀
721104-7607969,김지연,본인,정민빈,배우자,윤민율,자녀,박현진,자녀
870222-5686834,박민연,본인,최서윤,배우자,김도율,자녀,,
800317-8311552,김지민,본인,,,,,,
510617-6669865,최준빈,본인,조예우,배우자,정정윤,자녀,,
781126-7921908,한영빈,본인,,,,,,
971117-9243088,박영현,본인,정현우,배우자,박정빈,자녀,임지혁,자녀
980823-0641097,윤현수,본인,조서호,배우자,김민혁,자녀,정민호,자녀
850905-9901545,한하영,본인,김준호,배우자,조준수,자녀,조민연,자녀
840611-8290480,윤현영,본인,최지호,배우자,정예윤,자녀,,
820922-6571914,강민연,본인,오예우,배우자,윤예진,자녀,,
700319-9112957,김지빈,본인,,,,,,
640802-7469787,이서현,본인,임민수,배우자,,,,
580317-9953745,김태빈,본인,장하윤,배우자,,,,
701219-5473664,박현빈,본인,이준진,배우자,,,,
820202-3702259,임태윤,본인,,,,,,
501115-5645865,송현빈,본인,,,,,,
990306-9377178,이지현,본인,조민빈,배우자,조지호,자녀,,
930111-9240457,이하진,본인,정하영,배우자,박하연,자녀,오정율,자녀
630902-1249464,송현영,본인,정민우,배우자,조도윤,자녀,,
800414-3147323,박하윤,본인,,,,,,
720225-2023896,강예아,본인,임지진,배우자,,,,
520901-8450452,송지수,본인,,,,,,
570315-8324526,정서영,본인,조윤영,배우자,임서우,자녀,윤윤수,자녀
610602-4053376,한영민,본인,조도율,배우자,,,,
640303-5252542,임도현,본인,박정우,배우자,김정윤,자녀,,
860701-0224400,박지영,본인,윤도연,배우자,최준진,자녀,,
900416-2058920,김민현,본인,,,,,,
910809-7025028,최준우,본인,,,,,,
990118-3626245,이서민,본인,조하빈,배우자,정도빈,자녀,조윤호,자녀
780228-5335648,송예민,본인,윤윤진,배우자,김예진,자녀,박정빈,자녀
671005-5656055,송예아,본인,조예호,배우자,최지윤,자녀,,
840503-4301205,강현아,본인,,,,,,
550519-1405481,박영영,본인,임지영,배우자,임준수,자녀,,
670219-5862010,송민연,본인,김준율,배우자,최하우,자녀,,
690415-9396386,윤서수,본인,이준혁,배우자,,,,
670324-2451157,송민연,본인,장예수,배우자,박지영,자녀,임예연,자녀
610609-5842917,윤예연,본인,,,,,,
590623-6235771,송서연,본인,이준혁,배우자,최지우,자녀,장지윤,자녀
930819-2046691,정하연,본인,조현우,배우자,,,,
770309-2673806,송태현,본인,오하우,배우자,,,,
681123-4828521,이지현,본인,최도율,배우자,임도영,자녀,박윤진,자녀
840712-1906063,김하연,본인,임서우,배우자,,,,
750214-5620197,강하영,본인,장정진,배우자,조서연,자녀,,
931012-2010977,강민영,본인,장민혁,배우자,장윤우,자녀,윤윤영,자녀
851118-6756497,한민영,본인,김민혁,배우자,오서영,자녀,,
581102-8501066,한예민,본인,장도진,배우자,정정수,자녀,오민수,자녀
800318-5429651,박도진,본인,,,,,,
500424-2337246,이서우,본인,임도수,배우자,,,,
750121-9252428,정하진,본인,오준혁,배우자,,,,
991015-1634860,송영영,본인,조지혁,배우자,정정연,자녀,,
530920-1697680,김예영,본인,김하우,배우자,정정윤,자녀,,
530519-9818270,김도현,본인,,,,,,
940704-8057933,강지우,본인,최도연,배우자,,,,
950105-6528792,윤도연,본인,장예수,배우자,박정빈,자녀,정준호,자녀
580308-0528977,한하영,본인,,,,,,
780211-6905332,한서윤,본인,최정영,배우자,,,,
750122-1588094,이준현,본인,이윤혁,배우자,,,,
820403-4874018,정영연,본인,,,,,,
730506-3627894,김현수,본인,오지빈,배우자,,,,
990310-2867877,강영진,본인,박지윤,배우자,,,,
800708-1503091,윤지아,본인,최현율,배우자,장윤우,자녀,,
620113-7479214,이민민,본인,,,,,,
991105-2453475,정도우,본인,윤준수,배우자,,,,
880706-0101852,정현영,본인,박지율,배우자,장정율,자녀,,
820415-3904967,한도진,본인,오현윤,배우자,장현우,자녀,장하호,자녀
650223-4705923,한도윤,본인,박민율,배우자,이정빈,자녀,,
571009-9362556,최태민,본인,박윤연,배우자,정하연,자녀,,
820115-2945731,이도현,본인,,,,,,
910906-3128316,이하빈,본인,정서혁,배우자,임정우,자녀,,
640202-4812739,박도빈,본인,최하연,배우자,,,,
990808-3765616,박현민,본인,이준연,배우자,,,,
620721-7088879,정준수,본인,,,,,,
741218-8115588,강지수,본인,임지윤,배우자,오도혁,자녀,,
851011-0312938,김준수,본인,,,,,,
890303-8646902,송서진,본인,,,,,,
841012-5199253,정예아,본인,최도윤,배우자,,,,
920901-2550522,정하현,본인,,,,,,
910101-6332418,강준영,본인,김하우,배우자,오민우,자녀,,
581119-9389537,윤민빈,본인,김민수,배우자,이준율,자녀,조정율,자녀
520222-3970274,김도영,본인,박서호,배우자,,,,
960912-4448661,최지윤,본인,,,,,,
730101-0566469,임예민,본인,정서진,배우자,최하빈,자녀,박민빈,자녀
850214-3739401,임준영,본인,,,,,,
540423-7978890,최도빈,본인,오도우,배우자,,,,
920921-4996576,한민우,본인,김현혁,배우자,,,,
641119-4356017,임민윤,본인,박윤수,배우자,,,,
